Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S172784642,Ovenbird,Seiurus aurocapilla,33669,2,US-IL,Cook,L343242,"Ronan Park, Chicago",41.970298,-87.7031654,2024-05-08,05:45 AM,eBird - Traveling Count,135,1,3.219,,1,,,Dipped on kentucky,,8736
S169683220,Louisiana Waterthrush,Parkesia motacilla,33675,2,US-IL,Cook,L555427,McClaughrey Spring Woods,41.6774956,-87.8478813,2024-04-21,01:55 PM,eBird - Stationary Count,18,1,,,1,,"Continuing. Unstreaked throats, whiter wash than northern waterthrush, bigger eyebrow",,619206477,8737
S171280819,Louisiana Waterthrush,Parkesia motacilla,33675,1,US-IL,Cook,L555427,McClaughrey Spring Woods,41.6774956,-87.8478813,2024-05-01,06:25 AM,eBird - Traveling Count,20,1,.805,,1,,,,,8738
S176242623,Northern Waterthrush,Parkesia noveboracensis,33676,1,US-IL,Cook,L152612,Burnham Park--McCormick Nature Area,41.8497879,-87.6099421,2024-05-21,07:20 AM,eBird - Traveling Count,130,1,1.931,,28,,,,,8739
S195254838,Northern Waterthrush,Parkesia noveboracensis,33676,4,US-IL,Cook,L447274,"Calumet Water Reclamation Plant, Chicago (RESTRICTED)",41.6697703,-87.6080704,2024-09-15,07:48 AM,eBird - Traveling Count,162,1,7.419,,17,,,The Urban Birding Festival field trip.,,8740
S172159522,Northern Waterthrush,Parkesia noveboracensis,33676,1,US-IL,Cook,L224192,Killdeer (Tinley Creek) Wetlands,41.5439,-87.7545,2024-05-04,06:55 AM,eBird - Traveling Count,147,1,2.947,,3,,,,,8741
S174250525,Northern Waterthrush,Parkesia noveboracensis,33676,2,US-IL,Cook,L164725,"Lincoln Park, Chicago--Jarvis Bird Sanctuary",41.948994,-87.6407,2024-05-13,05:51 AM,eBird - Stationary Count,170,0,,,14,,,Yellow-bellied flycatcher seen by two people     Great day with Chicago BIPOC Birders,,8742
S170553377,Northern Waterthrush,Parkesia noveboracensis,33676,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-27,06:30 AM,eBird - Traveling Count,253,1,4.828,,2,,,Metup with John Legge. Saw lots of birder friends!,,8743
S170737861,Northern Waterthrush,Parkesia noveboracensis,33676,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-28,06:30 AM,eBird - Traveling Count,200,1,3.219,,1,,,Metup with Melissa from last year's bird banding!,618349225,8744
S170823467,Northern Waterthrush,Parkesia noveboracensis,33676,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-28,01:03 PM,eBird - Traveling Count,154,1,4.828,,1,,,,,8745
S171319024,Northern Waterthrush,Parkesia noveboracensis,33676,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-01,08:10 AM,eBird - Traveling Count,106,1,3.219,,1,,,,,8746
S171415002,Northern Waterthrush,Parkesia noveboracensis,33676,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-01,05:15 PM,eBird - Traveling Count,87,1,2.092,,1,,,,,8747
S171490039,Northern Waterthrush,Parkesia noveboracensis,33676,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-02,07:50 AM,eBird - Traveling Count,59,1,2.092,,3,,,,,8748
S172156805,Northern Waterthrush,Parkesia noveboracensis,33676,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-05,07:30 AM,eBird - Traveling Count,115,1,2.414,,10,S Singing Bird,,COS walk,,8749
S173929621,Northern Waterthrush,Parkesia noveboracensis,33676,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-12,05:47 AM,eBird - Traveling Count,220,1,2.414,,1,,,,,8750
S174248879,Northern Waterthrush,Parkesia noveboracensis,33676,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-13,09:01 AM,eBird - Traveling Count,69,1,1.609,,1,,,Missed kentucky again,,8751
S174843684,Northern Waterthrush,Parkesia noveboracensis,33676,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-16,05:50 AM,eBird - Traveling Count,97,1,1.609,,1,,,"No kentucky again for me, anazing atuff",,8752
S193838160,Northern Waterthrush,Parkesia noveboracensis,33676,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-09-03,07:05 AM,eBird - Traveling Count,137,1,1.931,,1,,,Not a single shorebird on every pier check.,,8753
S170749722,Northern Waterthrush,Parkesia noveboracensis,33676,1,US-IL,Cook,L351077,"Perkins Woods, Evanston",42.0598958,-87.7120496,2024-04-28,10:30 AM,eBird - Traveling Count,17,1,.483,,1,,,,,8754
S193060045,Golden-winged Warbler,Vermivora chrysoptera,33679,3,US-IL,Cook,L351831,Burnham Park--Promontory Point,41.7960139,-87.5765064,2024-08-28,07:08 AM,eBird - Traveling Count,123,1,.805,,4,,,,,8755
S171930641,Golden-winged Warbler,Vermivora chrysoptera,33679,1,US-IL,Cook,L152650,Lake Calumet area--Hegewisch Marsh,41.6565,-87.5643,2024-05-04,10:08 AM,eBird - Traveling Count,59,1,1.448,,1,,,,,8756
S175604967,Golden-winged Warbler,Vermivora chrysoptera,33679,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-19,05:28 AM,eBird - Traveling Count,214,1,2.414,,1,,,,,8757
S193683108,Golden-winged Warbler,Vermivora chrysoptera,33679,1,US-IL,Cook,L343242,"Ronan Park, Chicago",41.970298,-87.7031654,2024-09-02,06:48 AM,eBird - Traveling Count,59,1,1.287,,1,,,No KEWA,,8758
S171391718,Blue-winged Warbler,Vermivora cyanoptera,33680,1,US-IL,Cook,L351831,Burnham Park--Promontory Point,41.7960139,-87.5765064,2024-05-01,03:40 PM,eBird - Traveling Count,52,1,1.287,,1,,,,,8759
S171280819,Blue-winged Warbler,Vermivora cyanoptera,33680,1,US-IL,Cook,L555427,McClaughrey Spring Woods,41.6774956,-87.8478813,2024-05-01,06:25 AM,eBird - Traveling Count,20,1,.805,,1,,,,,8760
S173680978,Blue-winged Warbler,Vermivora cyanoptera,33680,2,US-IL,Cook,L124536,McGinty Slough / John J. Duffy Grasslands,41.6588008,-87.922318,2024-05-11,02:10 PM,eBird - Traveling Count,45,1,1.287,,1,,,Couldnt find bell's vireo,,8761
S171058070,Blue-winged Warbler,Vermivora cyanoptera,33680,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-29,06:15 AM,eBird - Traveling Count,130,1,2.092,,1,,,Of course I leave before the stilts show up!,619964197,8762
S171415002,Blue-winged Warbler,Vermivora cyanoptera,33680,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-01,05:15 PM,eBird - Traveling Count,87,1,2.092,,1,,,,,8763
S171391718,Black-and-white Warbler,Mniotilta varia,33685,2,US-IL,Cook,L351831,Burnham Park--Promontory Point,41.7960139,-87.5765064,2024-05-01,03:40 PM,eBird - Traveling Count,52,1,1.287,,1,,,,,8764
S193060045,Black-and-white Warbler,Mniotilta varia,33685,13,US-IL,Cook,L351831,Burnham Park--Promontory Point,41.7960139,-87.5765064,2024-08-28,07:08 AM,eBird - Traveling Count,123,1,.805,,4,,"Undercount, abundant",,,8765
S174250525,Black-and-white Warbler,Mniotilta varia,33685,3,US-IL,Cook,L164725,"Lincoln Park, Chicago--Jarvis Bird Sanctuary",41.948994,-87.6407,2024-05-13,05:51 AM,eBird - Stationary Count,170,0,,,14,,,Yellow-bellied flycatcher seen by two people     Great day with Chicago BIPOC Birders,,8766
S171280819,Black-and-white Warbler,Mniotilta varia,33685,1,US-IL,Cook,L555427,McClaughrey Spring Woods,41.6774956,-87.8478813,2024-05-01,06:25 AM,eBird - Traveling Count,20,1,.805,,1,,,,,8767
S170553377,Black-and-white Warbler,Mniotilta varia,33685,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-27,06:30 AM,eBird - Traveling Count,253,1,4.828,,2,,,Metup with John Legge. Saw lots of birder friends!,,8768
S171319024,Black-and-white Warbler,Mniotilta varia,33685,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-01,08:10 AM,eBird - Traveling Count,106,1,3.219,,1,,,,,8769
S171415002,Black-and-white Warbler,Mniotilta varia,33685,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-01,05:15 PM,eBird - Traveling Count,87,1,2.092,,1,,,,,8770
S173229363,Black-and-white Warbler,Mniotilta varia,33685,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-10,09:05 AM,eBird - Traveling Count,120,1,2.092,,1,,,,,8771
S173433752,Black-and-white Warbler,Mniotilta varia,33685,4,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-11,06:00 AM,eBird - Traveling Count,83,1,1.609,,1,,,,,8772
S173556907,Black-and-white Warbler,Mniotilta varia,33685,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-11,07:40 AM,eBird - Traveling Count,140,1,2.414,,20,,,"Bird and plant walk with colleagues, partners, and friends!",,8773
S173929621,Black-and-white Warbler,Mniotilta varia,33685,3,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-12,05:47 AM,eBird - Traveling Count,220,1,2.414,,1,,,,,8774
S174248879,Black-and-white Warbler,Mniotilta varia,33685,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-13,09:01 AM,eBird - Traveling Count,69,1,1.609,,1,,,Missed kentucky again,,8775
S174843684,Black-and-white Warbler,Mniotilta varia,33685,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-16,05:50 AM,eBird - Traveling Count,97,1,1.609,,1,,,"No kentucky again for me, anazing atuff",,8776
S175604967,Black-and-white Warbler,Mniotilta varia,33685,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-19,05:28 AM,eBird - Traveling Count,214,1,2.414,,1,,,,,8777
S177059087,Black-and-white Warbler,Mniotilta varia,33685,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-25,12:15 PM,eBird - Traveling Count,89,1,2.092,,1,,,,,8778
S177599757,Black-and-white Warbler,Mniotilta varia,33685,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-27,09:17 AM,eBird - Traveling Count,148,1,1.931,,1,,,,,8779
S195950023,Black-and-white Warbler,Mniotilta varia,33685,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-09-21,06:50 AM,eBird - Traveling Count,294,1,2.414,,1,,,,,8780
S193683108,Black-and-white Warbler,Mniotilta varia,33685,1,US-IL,Cook,L343242,"Ronan Park, Chicago",41.970298,-87.7031654,2024-09-02,06:48 AM,eBird - Traveling Count,59,1,1.287,,1,,,No KEWA,,8781
S170749722,Prothonotary Warbler,Protonotaria citrea,33686,1,US-IL,Cook,L351077,"Perkins Woods, Evanston",42.0598958,-87.7120496,2024-04-28,10:30 AM,eBird - Traveling Count,17,1,.483,,1,,,,619005560 619005561 619005563,8782
S172159074,Tennessee Warbler,Leiothlypis peregrina,33695,1,US-IL,Cook,L152603,Bartel Grassland,41.5356,-87.7555,2024-05-04,05:28 AM,eBird - Traveling Count,63,1,1.689,,3,,,Walked trail from little pull off on central out into the middle.,,8783
S197368631,Tennessee Warbler,Leiothlypis peregrina,33695,2,US-IL,Cook,L152612,Burnham Park--McCormick Nature Area,41.8497879,-87.6099421,2024-10-01,08:03 AM,eBird - Traveling Count,180,1,1.107,,10,,,"Monthly birdwalk led by Wendy Paulson. Although it took some diligence, we eventually cobbled together an 11 warbler species day, great diversity for early October. The other group added Black-throated Green (=12), and I’m almost certain I got a quick glimpse of an Ovenbird (13?).    For me, however, the “bird of the day"" was a bat! We noted one flying in from the lake at ~8:15-8:20 am (landing in a large cottonwood by the parking lot, as did another prior to the birdwalk at ~7:10 am), plus a very high-flying bat at 8:20 am (heading in over the city). We then had two more that flew in and landed in a nearby pair of tall cottonwoods (8:37 am), and finally we discovered two perched Silver-haired Bats in a large maple by the ramped observation platform, one of which gave us a stunning close-up. Presumably all 7 bats were Silver-haireds.    A mercurial weather day, it started auspiciously (partly sunny and comfortable), but then became windy and overcast, before the wind abated and it returned to sunny and partly cloudy conditions. Temps felt cooler thanks to the strong N wind (65°F actually dropping to 62°F before creeping back up to 64°F).",,8784
S193060045,Tennessee Warbler,Leiothlypis peregrina,33695,26,US-IL,Cook,L351831,Burnham Park--Promontory Point,41.7960139,-87.5765064,2024-08-28,07:08 AM,eBird - Traveling Count,123,1,.805,,4,,,,,8785
S194006143,Tennessee Warbler,Leiothlypis peregrina,33695,2,US-IL,Cook,L311824,Busse Woods (Ned Brown Forest Preserve),42.0309342,-88.0101013,2024-09-04,09:04 AM,eBird - Traveling Count,120,1,2.414,,1,,,Thanks Isoo for the tip!,,8786
S172159522,Tennessee Warbler,Leiothlypis peregrina,33695,2,US-IL,Cook,L224192,Killdeer (Tinley Creek) Wetlands,41.5439,-87.7545,2024-05-04,06:55 AM,eBird - Traveling Count,147,1,2.947,,3,,,,,8787
S193073949,Tennessee Warbler,Leiothlypis peregrina,33695,3,US-IL,Cook,L152650,Lake Calumet area--Hegewisch Marsh,41.6565,-87.5643,2024-08-28,11:01 AM,eBird - Traveling Count,32,1,1.609,,1,,,,,8788
S174250525,Tennessee Warbler,Leiothlypis peregrina,33695,2,US-IL,Cook,L164725,"Lincoln Park, Chicago--Jarvis Bird Sanctuary",41.948994,-87.6407,2024-05-13,05:51 AM,eBird - Stationary Count,170,0,,,14,,,Yellow-bellied flycatcher seen by two people     Great day with Chicago BIPOC Birders,,8789
S171280819,Tennessee Warbler,Leiothlypis peregrina,33695,3,US-IL,Cook,L555427,McClaughrey Spring Woods,41.6774956,-87.8478813,2024-05-01,06:25 AM,eBird - Traveling Count,20,1,.805,,1,,,,,8790
S173688152,Tennessee Warbler,Leiothlypis peregrina,33695,6,US-IL,Cook,L555427,McClaughrey Spring Woods,41.6774956,-87.8478813,2024-05-11,03:05 PM,eBird - Traveling Count,62,1,1.609,,1,,,,,8791
S174469425,Tennessee Warbler,Leiothlypis peregrina,33695,1,US-IL,Cook,L2132400,Millennium Park--Lurie Garden,41.8813106,-87.6217067,2024-05-14,08:05 AM,eBird - Traveling Count,60,1,1.287,,5,,,"Birding and nature outing with Alex, Tarik, Leah, Meg, and Alice. Light rain and great migratory bird activity!",,8792
S171319024,Tennessee Warbler,Leiothlypis peregrina,33695,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-01,08:10 AM,eBird - Traveling Count,106,1,3.219,,1,,,,,8793
S173229363,Tennessee Warbler,Leiothlypis peregrina,33695,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-10,09:05 AM,eBird - Traveling Count,120,1,2.092,,1,,,,,8794
S173433752,Tennessee Warbler,Leiothlypis peregrina,33695,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-11,06:00 AM,eBird - Traveling Count,83,1,1.609,,1,,,,,8795
S173556907,Tennessee Warbler,Leiothlypis peregrina,33695,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-11,07:40 AM,eBird - Traveling Count,140,1,2.414,,20,,,"Bird and plant walk with colleagues, partners, and friends!",,8796
S173929621,Tennessee Warbler,Leiothlypis peregrina,33695,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-12,05:47 AM,eBird - Traveling Count,220,1,2.414,,1,,,,,8797
S174843684,Tennessee Warbler,Leiothlypis peregrina,33695,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-16,05:50 AM,eBird - Traveling Count,97,1,1.609,,1,,,"No kentucky again for me, anazing atuff",,8798
S175041553,Tennessee Warbler,Leiothlypis peregrina,33695,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-17,05:55 AM,eBird - Traveling Count,70,1,1.287,,1,,,,,8799
S187382750,Tennessee Warbler,Leiothlypis peregrina,33695,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-07-17,05:20 AM,eBird - Traveling Count,110,1,1.448,,1,,Likely continuing bird found yesterday by Terry.,Shorebirds?? MAGO??  PLEASE.,,8800
S193838160,Tennessee Warbler,Leiothlypis peregrina,33695,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-09-03,07:05 AM,eBird - Traveling Count,137,1,1.931,,1,,,Not a single shorebird on every pier check.,,8801
S172784642,Tennessee Warbler,Leiothlypis peregrina,33695,1,US-IL,Cook,L343242,"Ronan Park, Chicago",41.970298,-87.7031654,2024-05-08,05:45 AM,eBird - Traveling Count,135,1,3.219,,1,,,Dipped on kentucky,,8802
S193683108,Tennessee Warbler,Leiothlypis peregrina,33695,3,US-IL,Cook,L343242,"Ronan Park, Chicago",41.970298,-87.7031654,2024-09-02,06:48 AM,eBird - Traveling Count,59,1,1.287,,1,,,No KEWA,,8803
S197368631,Orange-crowned Warbler,Leiothlypis celata,33696,2,US-IL,Cook,L152612,Burnham Park--McCormick Nature Area,41.8497879,-87.6099421,2024-10-01,08:03 AM,eBird - Traveling Count,180,1,1.107,,10,,,"Monthly birdwalk led by Wendy Paulson. Although it took some diligence, we eventually cobbled together an 11 warbler species day, great diversity for early October. The other group added Black-throated Green (=12), and I’m almost certain I got a quick glimpse of an Ovenbird (13?).    For me, however, the “bird of the day"" was a bat! We noted one flying in from the lake at ~8:15-8:20 am (landing in a large cottonwood by the parking lot, as did another prior to the birdwalk at ~7:10 am), plus a very high-flying bat at 8:20 am (heading in over the city). We then had two more that flew in and landed in a nearby pair of tall cottonwoods (8:37 am), and finally we discovered two perched Silver-haired Bats in a large maple by the ramped observation platform, one of which gave us a stunning close-up. Presumably all 7 bats were Silver-haireds.    A mercurial weather day, it started auspiciously (partly sunny and comfortable), but then became windy and overcast, before the wind abated and it returned to sunny and partly cloudy conditions. Temps felt cooler thanks to the strong N wind (65°F actually dropping to 62°F before creeping back up to 64°F).",,8804
S199481247,Orange-crowned Warbler,Leiothlypis celata,33696,2,US-IL,Cook,L152612,Burnham Park--McCormick Nature Area,41.8497879,-87.6099421,2024-10-19,10:54 AM,eBird - Traveling Count,57,1,2.092,,1,,,,,8805
S201491790,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L152612,Burnham Park--McCormick Nature Area,41.8497879,-87.6099421,2024-11-05,07:33 AM,eBird - Traveling Count,134,1,2.06,,16,,,"Lakefront Bird Walk led by Wendy Paulson, co-sponsored by Openlands and the Field Museum.",,8806
S171391718,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L351831,Burnham Park--Promontory Point,41.7960139,-87.5765064,2024-05-01,03:40 PM,eBird - Traveling Count,52,1,1.287,,1,,,,,8807
S199527033,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-10-19,04:18 PM,eBird - Traveling Count,42,1,.483,,3,,,,,8808
S200371870,Orange-crowned Warbler,Leiothlypis celata,33696,2,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-10-26,03:29 PM,eBird - Traveling Count,29,1,.966,,1,,,,,8809
S158807023,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-01-13,12:02 PM,eBird - Traveling Count,126,1,1.609,,3,,"Continuing. Nondescript warbler species, thin bill, gray top, orange crown faint but visible, yellow underside, white, broken eyering. Hopefully it can survive tonight's temperature plunge. Thanks to Demond for pointing it out to me!","Lifer Iceland for both me and Dan! Lifer lappies, harrier, long tailed duck, and pipits for Dan!",613489280 613489281 613489282 613489283,8810
S170066969,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-24,06:16 AM,eBird - Traveling Count,132,1,3.219,,2,,,Metup w/ Phil,,8811
S170553377,Orange-crowned Warbler,Leiothlypis celata,33696,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-27,06:30 AM,eBird - Traveling Count,253,1,4.828,,2,,,Metup with John Legge. Saw lots of birder friends!,,8812
S170608130,Orange-crowned Warbler,Leiothlypis celata,33696,2,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-27,01:22 PM,eBird - Traveling Count,180,1,3.219,,1,,,Came back to montrose aftee dipping on worm eating warbler at west ridge. Spent some time with peter and andrea,,8813
S170737861,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-28,06:30 AM,eBird - Traveling Count,200,1,3.219,,1,,,Metup with Melissa from last year's bird banding!,,8814
S170823467,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-28,01:03 PM,eBird - Traveling Count,154,1,4.828,,1,,,,,8815
S171058070,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-04-29,06:15 AM,eBird - Traveling Count,130,1,2.092,,1,,,Of course I leave before the stilts show up!,,8816
S171415002,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-01,05:15 PM,eBird - Traveling Count,87,1,2.092,,1,,,,,8817
S172156805,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-05,07:30 AM,eBird - Traveling Count,115,1,2.414,,10,,,COS walk,,8818
S173229363,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-10,09:05 AM,eBird - Traveling Count,120,1,2.092,,1,,,,,8819
S173433752,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-11,06:00 AM,eBird - Traveling Count,83,1,1.609,,1,,,,,8820
S173556907,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-11,07:40 AM,eBird - Traveling Count,140,1,2.414,,20,,,"Bird and plant walk with colleagues, partners, and friends!",,8821
S173929621,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-12,05:47 AM,eBird - Traveling Count,220,1,2.414,,1,,,,,8822
S198113116,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-10-09,07:25 AM,eBird - Traveling Count,60,1,1.931,,1,,,,,8823
S199463791,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-10-19,09:03 AM,eBird - Traveling Count,77,1,1.931,,1,,,,,8824
S199653545,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-10-20,12:25 PM,eBird - Traveling Count,77,1,2.092,,1,,,,,8825
S201040220,Orange-crowned Warbler,Leiothlypis celata,33696,3,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-11-01,04:07 PM,eBird - Traveling Count,87,1,1.77,,1,,,,,8826
S201675591,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-11-07,07:20 AM,eBird - Traveling Count,62,1,1.609,,1,,,,,8827
S199498116,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-10-19,01:01 PM,eBird - Stationary Count,36,1,,,1,,,,,8828
S199506107,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L383782,"Rainbow Beach, Chicago",41.7588348,-87.5493196,2024-10-19,01:46 PM,eBird - Traveling Count,43,1,.805,,3,,,,,8829
S198914420,Orange-crowned Warbler,Leiothlypis celata,33696,1,US-IL,Cook,L3921197,West Ridge Nature Park,41.9889067,-87.6886654,2024-10-14,01:27 PM,eBird - Traveling Count,111,1,2.414,,1,,,Can't find BHGR,,8830
